mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
29	29	84	84	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	511												
30	30	87	87	0.0	0	0	Dynamic	3/4	1	1	0					pp											
30	30	87	87	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	512												
30	30	88	88	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	513												
30	30	177/2	177/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	514												
30	30	89	89	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	515												
30	30	179/2	179/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	516												
30	30	87	87	0.0	0	0	Dynamic	3/4	2	1	0					pp											
30	30	87	87	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	517										98		
30	30	349/4	349/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	518												
30	30	175/2	175/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	519										99		
30	30	351/4	351/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	520												
30	30	88	88	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	521										100		
30	30	353/4	353/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	522												
30	30	177/2	177/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	523										101		
30	30	355/4	355/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	524												
30	30	89	89	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	525										102		
30	30	357/4	357/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	526												
30	30	179/2	179/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	527										103		
30	30	359/4	359/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	528												
30	30	87	87	0.0	0	0	Dynamic	3/4	3	1	0					pp											
30	30	87	87	0.25	0	0	Chord	3/4	3	1	1/16		1/16	1	529										104		
30	30	349/4	349/4	0.25	1/16	1/16	Chord	3/4	3	1	1/16		1/16	1	530												
30	30	175/2	175/2	0.25	1/8	1/8	Chord	3/4	3	1	1/16		1/16	1	531										105		
30	30	351/4	351/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	532												
30	30	88	88	0.25	1/4	1/4	Chord	3/4	3	1	1/16		1/16	1	533										106		
30	30	353/4	353/4	0.25	5/16	5/16	Chord	3/4	3	1	1/16		1/16	1	534												
30	30	177/2	177/2	0.25	3/8	3/8	Chord	3/4	3	1	1/16		1/16	1	535										107		
30	30	355/4	355/4	0.25	7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	536												
30	30	89	89	0.25	1/2	1/2	Chord	3/4	3	1	1/16		1/16	1	537										108		
30	30	357/4	357/4	0.25	9/16	9/16	Chord	3/4	3	1	1/16		1/16	1	538												
30	30	179/2	179/2	0.25	5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	539										109		
30	30	359/4	359/4	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	540												
31	31	90	90	0.0	0	0	Spanner	3/4	1	1	0															21	
31	31	90	90	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	541										110	21	
31	31	91	91	0.0	1/4	1/4	Spanner	3/4	1	1	0																
31	31	91	91	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	542												
31	31	185/2	185/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	543												
31	31	90	90	0.0	0	0	Spanner	3/4	2	1	0															22	
31	31	90	90	0.25	0	0	Chord	3/4	2	1	1/16		1/16	1	544										111	22	
31	31	361/4	361/4	0.25	1/16	1/16	Chord	3/4	2	1	1/16		1/16	1	545											22	
31	31	181/2	181/2	0.25	1/8	1/8	Chord	3/4	2	1	1/16		1/16	1	546										112	22	
31	31	363/4	363/4	0.25	3/16	3/16	Chord	3/4	2	1	1/16		1/16	1	547											22	
31	31	91	91	0.25	1/4	1/4	Chord	3/4	2	1	1/16		1/16	1	548										113	22	
31	31	365/4	365/4	0.25	5/16	5/16	Chord	3/4	2	1	1/16		1/16	1	549											22	
31	31	183/2	183/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																
31	31	183/2	183/2	0.0	3/8	3/8	Spanner	3/4	2	1	0																24
31	31	183/2	183/2	0.25	3/8	3/8	Chord	3/4	2	1	1/16		1/16	1	550										114		24
31	31	367/4	367/4	0.25	7/16	7/16	Chord	3/4	2	1	1/16		1/16	1	551												24
31	31	92	92	0.25	1/2	1/2	Chord	3/4	2	1	1/16		1/16	1	552										115		24
31	31	369/4	369/4	0.25	9/16	9/16	Chord	3/4	2	1	1/16		1/16	1	553												24
31	31	185/2	185/2	0.25	5/8	5/8	Chord	3/4	2	1	1/16		1/16	1	554										116		24
31	31	371/4	371/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	555												24
31	31	90	90	0.0	0	0	Spanner	3/4	3	1	0															23	
31	31	90	90	0.25	0	0	Chord	3/4	3	1	1/16		1/16	1	556										117	23	
31	31	361/4	361/4	0.25	1/16	1/16	Chord	3/4	3	1	1/16		1/16	1	557											23	
31	31	181/2	181/2	0.25	1/8	1/8	Chord	3/4	3	1	1/16		1/16	1	558										118	23	
31	31	363/4	363/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	559											23	
31	31	91	91	0.25	1/4	1/4	Chord	3/4	3	1	1/16		1/16	1	560										119	23	
31	31	365/4	365/4	0.25	5/16	5/16	Chord	3/4	3	1	1/16		1/16	1	561											23	
31	31	183/2	183/2	0.0	3/8	3/8	Spanner	3/4	3	1	0																
31	31	183/2	183/2	0.0	3/8	3/8	Spanner	3/4	3	1	0																25
31	31	183/2	183/2	0.25	3/8	3/8	Chord	3/4	3	1	1/16		1/16	1	562										120		25
31	31	367/4	367/4	0.25	7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	563												25
31	31	92	92	0.25	1/2	1/2	Chord	3/4	3	1	1/16		1/16	1	564										121		25
31	31	369/4	369/4	0.25	9/16	9/16	Chord	3/4	3	1	1/16		1/16	1	565												25
31	31	185/2	185/2	0.25	5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	566										122		25
31	31	371/4	371/4	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	567												25
31	31	90	90	0.0	0	0	Dynamic	3/4	4	1	0					pp											
31	31	90	90	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	568												
32	32	93	93	0.0	0	0	Dynamic	3/4	1	1	0					p											
32	32	93	93	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	569										123		
32	32	187/2	187/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	570										123		
32	32	375/4	375/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	571												
32	32	94	94	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	572												
32	32	191/2	191/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	573												
32	32	93	93	0.0	0	0	Dynamic	3/4	2	1	0					p											
32	32	93	93	0.0	0	0	Spanner	3/4	2	1	0																
32	32	93	93	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	574										124		
32	32	95	95	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	575										124		
32	32	93	93	0.0	0	0	Dynamic	3/4	3	1	0					p											
32	32	93	93	0.0	0	0	Spanner	3/4	3	1	0																
32	32	93	93	2.0	0	0	Chord	3/4	3	1	1/2		1/2	1	576										125		
32	32	95	95	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	577												
32	32	93	93	0.0	0	0	Dynamic	3/4	4	1	0					p											
32	32	93	93	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	578										126		
32	32	187/2	187/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	579										126		
32	32	94	94	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	580												
32	32	95	95	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	581												
33	33	96	96	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	582										127		
33	33	193/2	193/2	0.0	1/8	1/8	StaffText	3/4	1	1	0							cresc.									
33	33	193/2	193/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	583												
33	33	97	97	1.5	1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	584												
33	33	197/2	197/2	0.0	5/8	5/8	Dynamic	3/4	1	1	0					f											
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	585												
33	33	96	96	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	586												
33	33	97	97	0.0	1/4	1/4	StaffText	3/4	2	1	0							cresc.									
33	33	97	97	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	587										128		
33	33	195/2	195/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	588												
33	33	98	98	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	589										129		
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	590												
33	33	96	96	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	591												
33	33	97	97	0.0	1/4	1/4	StaffText	3/4	3	1	0							cresc.									
33	33	97	97	1.5	1/4	1/4	Chord	3/4	3	1	3/8		1/4	3/2	592												
33	33	197/2	197/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	593												
33	33	96	96	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	594												
33	33	97	97	0.0	1/4	1/4	StaffText	3/4	4	1	0							cresc.									
33	33	97	97	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	595										130		
33	33	195/2	195/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	596										130		
33	33	98	98	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	597												
34	34	99	99	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	598										131		
34	34	199/2	199/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	599												
34	34	100	100	0.0	1/4	1/4	Spanner	3/4	1	1	0																26
34	34	100	100	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	600										132		26
34	34	101	101	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	601										132		26
34	34	405/4	405/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	602										132		26
34	34	203/2	203/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	603										132		26
34	34	407/4	407/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	604												26
34	34	99	99	0.0	0	0	Dynamic	3/4	2	1	0					f											
34	34	99	99	0.0	0	0	Spanner	3/4	2	1	0																27
34	34	99	99	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	605												27
34	34	100	100	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	606										133		27
34	34	201/2	201/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	607										133		27
34	34	101	101	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	608												27
34	34	99	99	0.0	0	0	Dynamic	3/4	3	1	0					f											
34	34	99	99	0.0	0	0	Spanner	3/4	3	1	0																28
34	34	99	99	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	609												28
34	34	100	100	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	610										134		28
34	34	201/2	201/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	611										134		28
34	34	101	101	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	612												28
34	34	99	99	0.0	0	0	Dynamic	3/4	4	1	0					f											
34	34	99	99	0.0	0	0	Spanner	3/4	4	1	0																29
34	34	99	99	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	613												29
34	34	100	100	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	614												29
34	34	101	101	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	615												29
35	35	102	102	0.0	0	0	Dynamic	3/4	1	1	0					p											
35	35	102	102	0.0	0	0	Spanner	3/4	1	1	0																
35	35	102	102	0.0	0	0	Spanner	3/4	1	1	0															24	
35	35	102	102	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	616											24	
35	35	102	102	0.0	0	0	Spanner	3/4	2	1	0																
35	35	102	102	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	617												
35	35	205/2	205/2	0.0	1/8	1/8	Dynamic	3/4	2	1	0					p											
35	35	205/2	205/2	0.0	1/8	1/8	Spanner	3/4	2	1	0															25	
35	35	205/2	205/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	618										135	25	
35	35	103	103	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	619										135	25	
35	35	207/2	207/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	620										135	25	
35	35	104	104	0.0	1/2	1/2	Spanner	3/4	2	1	0														135		
35	35	104	104	0.0	1/2	1/2	Spanner	3/4	2	1	0														135		30
35	35	104	104	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	621										135		30
35	35	419/4	419/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	622												30
35	35	102	102	0.0	0	0	Spanner	3/4	3	1	0																
35	35	102	102	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	623												
35	35	205/2	205/2	0.0	1/8	1/8	Dynamic	3/4	3	1	0					p											
35	35	205/2	205/2	0.0	1/8	1/8	Spanner	3/4	3	1	0															26	
35	35	205/2	205/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	624										136	26	
35	35	103	103	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	625										136	26	
35	35	207/2	207/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	626										136	26	
35	35	104	104	0.0	1/2	1/2	Spanner	3/4	3	1	0														136		
35	35	104	104	0.0	1/2	1/2	Spanner	3/4	3	1	0														136		31
35	35	104	104	0.75	1/2	1/2	Chord	3/4	3	1	3/16		1/8	3/2	627										136		31
35	35	419/4	419/4	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	628												31
35	35	102	102	0.0	0	0	Dynamic	3/4	4	1	0					p											
35	35	102	102	0.0	0	0	Spanner	3/4	4	1	0																
35	35	102	102	0.25	0	0	Chord	3/4	4	1	1/16		1/16	1	629										137		
35	35	409/4	409/4	0.25	1/16	1/16	Chord	3/4	4	1	1/16		1/16	1	630										137		
35	35	205/2	205/2	0.25	1/8	1/8	Chord	3/4	4	1	1/16		1/16	1	631										137		
35	35	411/4	411/4	0.25	3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	632										137		
35	35	103	103	0.25	1/4	1/4	Chord	3/4	4	1	1/16		1/16	1	633										137		
35	35	413/4	413/4	0.25	5/16	5/16	Chord	3/4	4	1	1/16		1/16	1	634										137		
35	35	207/2	207/2	0.25	3/8	3/8	Chord	3/4	4	1	1/16		1/16	1	635										137		
35	35	415/4	415/4	0.25	7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	636										137		
35	35	104	104	0.25	1/2	1/2	Chord	3/4	4	1	1/16		1/16	1	637										137		
35	35	417/4	417/4	0.25	9/16	9/16	Chord	3/4	4	1	1/16		1/16	1	638										137		
35	35	209/2	209/2	0.25	5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	639										137		
35	35	419/4	419/4	0.25	11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	640												
36	36	105	105	3.0	0	0	Chord	3/4	1	1	3/4		1/2	3/2	641											24	
36	36	105	105	0.0	0	0	Spanner	3/4	2	1	0																
36	36	105	105	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	642												
36	36	211/2	211/2	0.0	1/8	1/8	Spanner	3/4	2	1	0															27	
36	36	211/2	211/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	643										138	27	
36	36	106	106	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	644										138	27	
36	36	213/2	213/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	645										138	27	
36	36	107	107	0.0	1/2	1/2	Spanner	3/4	2	1	0														138		
36	36	107	107	0.0	1/2	1/2	Spanner	3/4	2	1	0														138		32
36	36	107	107	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	646										138		32
36	36	431/4	431/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	647												32
36	36	105	105	0.0	0	0	Spanner	3/4	3	1	0																
36	36	105	105	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	648												
36	36	211/2	211/2	0.0	1/8	1/8	Spanner	3/4	3	1	0															28	
36	36	211/2	211/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	649										139	28	
36	36	106	106	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	650										139	28	
36	36	213/2	213/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	651										139	28	
36	36	107	107	0.0	1/2	1/2	Spanner	3/4	3	1	0														139		
36	36	107	107	0.0	1/2	1/2	Spanner	3/4	3	1	0														139		33
36	36	107	107	0.75	1/2	1/2	Chord	3/4	3	1	3/16		1/8	3/2	652										139		33
36	36	431/4	431/4	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	653												33
36	36	105	105	0.25	0	0	Chord	3/4	4	1	1/16		1/16	1	654										140		
36	36	421/4	421/4	0.25	1/16	1/16	Chord	3/4	4	1	1/16		1/16	1	655										140		
36	36	211/2	211/2	0.25	1/8	1/8	Chord	3/4	4	1	1/16		1/16	1	656										140		
36	36	423/4	423/4	0.25	3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	657										140		
36	36	106	106	0.25	1/4	1/4	Chord	3/4	4	1	1/16		1/16	1	658										140		
36	36	425/4	425/4	0.25	5/16	5/16	Chord	3/4	4	1	1/16		1/16	1	659										140		
36	36	213/2	213/2	0.25	3/8	3/8	Chord	3/4	4	1	1/16		1/16	1	660										140		
36	36	427/4	427/4	0.25	7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	661										140		
36	36	107	107	0.25	1/2	1/2	Chord	3/4	4	1	1/16		1/16	1	662										140		
36	36	429/4	429/4	0.25	9/16	9/16	Chord	3/4	4	1	1/16		1/16	1	663										140		
36	36	215/2	215/2	0.25	5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	664										140		
36	36	431/4	431/4	0.25	11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	665												
37	37	108	108	0.0	0	0	Spanner	3/4	1	1	0																
37	37	108	108	2.0	0	0	Chord	3/4	1	1	1/2		1/2	1	666												
37	37	108	108	0.0	0	0	Spanner	3/4	2	1	0																
37	37	108	108	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	667												
37	37	217/2	217/2	0.0	1/8	1/8	Spanner	3/4	2	1	0															29	
37	37	217/2	217/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	668										141	29	
37	37	109	109	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	669										141	29	
37	37	219/2	219/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	670										141	29	
37	37	110	110	0.0	1/2	1/2	Dynamic	3/4	2	1	0					sf											
37	37	110	110	0.0	1/2	1/2	Spanner	3/4	2	1	0																
37	37	110	110	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	671												
37	37	443/4	443/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	672												
37	37	108	108	0.0	0	0	Spanner	3/4	3	1	0																
37	37	108	108	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	673												
37	37	217/2	217/2	0.0	1/8	1/8	Spanner	3/4	3	1	0															30	
37	37	217/2	217/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	674										142	30	
37	37	109	109	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	675										142	30	
37	37	219/2	219/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	676										142	30	
37	37	110	110	0.0	1/2	1/2	Dynamic	3/4	3	1	0					sf											
37	37	110	110	0.0	1/2	1/2	Spanner	3/4	3	1	0																
37	37	110	110	0.75	1/2	1/2	Chord	3/4	3	1	3/16		1/8	3/2	677												
37	37	443/4	443/4	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	678												
37	37	108	108	0.25	0	0	Chord	3/4	4	1	1/16		1/16	1	679										143		
37	37	433/4	433/4	0.25	1/16	1/16	Chord	3/4	4	1	1/16		1/16	1	680										143		
37	37	217/2	217/2	0.25	1/8	1/8	Chord	3/4	4	1	1/16		1/16	1	681										143		
37	37	435/4	435/4	0.25	3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	682										143		
37	37	109	109	0.25	1/4	1/4	Chord	3/4	4	1	1/16		1/16	1	683										143		
37	37	437/4	437/4	0.25	5/16	5/16	Chord	3/4	4	1	1/16		1/16	1	684										143		
37	37	219/2	219/2	0.25	3/8	3/8	Chord	3/4	4	1	1/16		1/16	1	685										143		
37	37	439/4	439/4	0.25	7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	686												
37	37	110	110	0.25	1/2	1/2	Chord	3/4	4	1	1/16		1/16	1	687										144		
37	37	441/4	441/4	0.25	9/16	9/16	Chord	3/4	4	1	1/16		1/16	1	688										144		
37	37	221/2	221/2	0.25	5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	689										144		
37	37	443/4	443/4	0.25	11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	690										144		
38	38	111	111	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	691										145		
38	38	112	112	0.0	1/4	1/4	Dynamic	3/4	2	1	0					p											
38	38	112	112	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	692												
38	38	113	113	0.75	1/2	1/2	Chord	3/4	2	1	3/16		1/8	3/2	693												
38	38	455/4	455/4	0.25	11/16	11/16	Chord	3/4	2	1	1/16		1/16	1	694												
38	38	111	111	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	695										146		
38	38	112	112	0.0	1/4	1/4	Dynamic	3/4	3	1	0					p											
38	38	112	112	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	696												
38	38	113	113	0.75	1/2	1/2	Chord	3/4	3	1	3/16		1/8	3/2	697												
38	38	455/4	455/4	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	698												
38	38	111	111	0.25	0	0	Chord	3/4	4	1	1/16		1/16	1	699										144		
38	38	445/4	445/4	0.25	1/16	1/16	Chord	3/4	4	1	1/16		1/16	1	700										144		
38	38	223/2	223/2	0.25	1/8	1/8	Chord	3/4	4	1	1/16		1/16	1	701										144		
38	38	447/4	447/4	0.25	3/16	3/16	Chord	3/4	4	1	1/16		1/16	1	702												
38	38	112	112	0.25	1/4	1/4	Chord	3/4	4	1	1/16		1/16	1	703										147		
38	38	449/4	449/4	0.25	5/16	5/16	Chord	3/4	4	1	1/16		1/16	1	704										147		
38	38	225/2	225/2	0.25	3/8	3/8	Chord	3/4	4	1	1/16		1/16	1	705										147		
38	38	451/4	451/4	0.25	7/16	7/16	Chord	3/4	4	1	1/16		1/16	1	706										147		
38	38	113	113	0.25	1/2	1/2	Chord	3/4	4	1	1/16		1/16	1	707										147		
38	38	453/4	453/4	0.25	9/16	9/16	Chord	3/4	4	1	1/16		1/16	1	708										147		
38	38	227/2	227/2	0.25	5/8	5/8	Chord	3/4	4	1	1/16		1/16	1	709										147		
38	38	455/4	455/4	0.25	11/16	11/16	Chord	3/4	4	1	1/16		1/16	1	710												
39	39	229/2	229/2	0.0	1/8	1/8	Spanner	3/4	1	1	0															31	
39	39	229/2	229/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	711										148	31	
39	39	115	115	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	712										148	31	
39	39	231/2	231/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	713										148	31	
39	39	116	116	0.0	1/2	1/2	Spanner	3/4	1	1	0														148		
39	39	116	116	0.0	1/2	1/2	Spanner	3/4	1	1	0														148		34
39	39	116	116	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	714										148		34
39	39	467/4	467/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	715												34
39	39	114	114	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	716										149		
39	39	115	115	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	717												
39	39	114	114	0.25	0	0	Chord	3/4	3	1	1/16		1/16	1	718										150		
39	39	457/4	457/4	0.25	1/16	1/16	Chord	3/4	3	1	1/16		1/16	1	719										150		
39	39	229/2	229/2	0.25	1/8	1/8	Chord	3/4	3	1	1/16		1/16	1	720										150		
39	39	459/4	459/4	0.25	3/16	3/16	Chord	3/4	3	1	1/16		1/16	1	721										150		
39	39	115	115	0.25	1/4	1/4	Chord	3/4	3	1	1/16		1/16	1	722										150		
39	39	461/4	461/4	0.25	5/16	5/16	Chord	3/4	3	1	1/16		1/16	1	723										150		
39	39	231/2	231/2	0.25	3/8	3/8	Chord	3/4	3	1	1/16		1/16	1	724										150		
39	39	463/4	463/4	0.25	7/16	7/16	Chord	3/4	3	1	1/16		1/16	1	725										150		
39	39	116	116	0.25	1/2	1/2	Chord	3/4	3	1	1/16		1/16	1	726										150		
39	39	465/4	465/4	0.25	9/16	9/16	Chord	3/4	3	1	1/16		1/16	1	727										150		
39	39	233/2	233/2	0.25	5/8	5/8	Chord	3/4	3	1	1/16		1/16	1	728										150		
39	39	467/4	467/4	0.25	11/16	11/16	Chord	3/4	3	1	1/16		1/16	1	729												
39	39	114	114	0.0	0	0	Spanner	3/4	4	1	0															32	
39	39	114	114	2.0	0	0	Chord	3/4	4	1	1/2		1/2	1	730											32	
39	39	116	116	0.0	1/2	1/2	Spanner	3/4	4	1	0																
39	39	116	116	0.0	1/2	1/2	Spanner	3/4	4	1	0																35
39	39	116	116	1.0	1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	731												35
40	40	117	117	0.0	0	0	Spanner	3/4	1	1	0																
40	40	117	117	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	732												
40	40	235/2	235/2	0.0	1/8	1/8	Spanner	3/4	1	1	0															33	
40	40	235/2	235/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	733										151	33	
40	40	118	118	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	734										151	33	
40	40	237/2	237/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	735										151	33	
40	40	119	119	0.0	1/2	1/2	Spanner	3/4	1	1	0														151		
40	40	119	119	0.0	1/2	1/2	Spanner	3/4	1	1	0														151		36
40	40	119	119	0.75	1/2	1/2	Chord	3/4	1	1	3/16		1/8	3/2	736										151		36
40	40	479/4	479/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	737												36
40	40	117	117	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	738												
40	40	235/2	235/2	0.0	1/8	1/8	Spanner	3/4	2	1	0															34	
