mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	crescendo_line	crescendo_hairpin	decrescendo_hairpin
258	258	514	514	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	1984													
258	258	515	515	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	1985													
258	258	514	514	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	1986											45		
258	258	515	515	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	1987											45		
259	259	516	516	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	1988									531		44		
259	259	517	517	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	1989											44		
259	259	516	516	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	1990											46		
259	259	517	517	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	1991									532				
259	259	2069/4	2069/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	1992									532				
259	259	1035/2	1035/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	1993									532				
259	259	2071/4	2071/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	1994									532				
259	259	516	516	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	1995									533		45		
259	259	2065/4	2065/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	1996									533		45		
259	259	1033/2	1033/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	1997									533		45		
259	259	2067/4	2067/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	1998									533		45		
259	259	517	517	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	1999											45		
260	260	518	518	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	2000											44		
260	260	519	519	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	2001									534		44		
260	260	2077/4	2077/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	2002									534		44		
260	260	1039/2	1039/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	2003									534		44		
260	260	2079/4	2079/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	2004											44		
260	260	518	518	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	2005									535		46		
260	260	2073/4	2073/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	2006									535		46		
260	260	1037/2	1037/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	2007									535		46		
260	260	2075/4	2075/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	2008									535		46		
260	260	519	519	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2009											46		
260	260	518	518	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	2010													
260	260	519	519	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2011													
260	260	518	518	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	2012											45		
260	260	519	519	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2013											45		
261	261	520	520	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	2014									536		44		
261	261	521	521	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	2015											44		
261	261	520	520	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2016											46		
261	261	521	521	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	2017									537				
261	261	2085/4	2085/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	2018									537				
261	261	1043/2	1043/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	2019									537				
261	261	2087/4	2087/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	2020									537				
261	261	520	520	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	2021									538		45		
261	261	2081/4	2081/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	2022									538		45		
261	261	1041/2	1041/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	2023									538		45		
261	261	2083/4	2083/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	2024									538		45		
261	261	521	521	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2025											45		
262	262	522	522	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	2026											44		
262	262	523	523	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	2027									539		44		
262	262	2093/4	2093/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	2028									539		44		
262	262	1047/2	1047/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	2029									539		44		
262	262	2095/4	2095/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	2030											44		
262	262	522	522	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	2031									540		46		
262	262	2089/4	2089/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	2032									540		46		
262	262	1045/2	1045/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	2033									540		46		
262	262	2091/4	2091/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	2034									540		46		
262	262	523	523	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2035											46		
262	262	522	522	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	2036													
262	262	523	523	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2037													
262	262	522	522	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	2038											45		
262	262	523	523	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2039											45		
263	263	524	524	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	2040									541		44		
263	263	525	525	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	2041											44		
263	263	524	524	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2042											46		
263	263	525	525	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	2043									542				
263	263	2101/4	2101/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	2044									542				
263	263	1051/2	1051/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	2045									542				
263	263	2103/4	2103/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	2046													
263	263	524	524	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	2047									543		45		
263	263	2097/4	2097/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	2048									543		45		
263	263	1049/2	1049/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	2049									543		45		
263	263	2099/4	2099/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	2050									543		45		
263	263	525	525	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2051											45		
264	264	526	526	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	2052											44		
264	264	527	527	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	2053									544		44		
264	264	2109/4	2109/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	2054									544		44		
264	264	1055/2	1055/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	2055									544		44		
264	264	2111/4	2111/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	2056											44		
264	264	526	526	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	2057									545		46		
264	264	2105/4	2105/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	2058									545		46		
264	264	1053/2	1053/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	2059									545		46		
264	264	2107/4	2107/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	2060									545		46		
264	264	527	527	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2061											46		
264	264	526	526	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	2062													
264	264	527	527	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2063													
264	264	526	526	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	2064											45		
264	264	527	527	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2065											45		
265	265	528	528	0.0	0	0	Dynamic	2/4	1	1	0						ff												
265	265	528	528	0.0	0	0	Spanner	2/4	1	1	0																		
265	265	528	528	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	2066													
265	265	529	529	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	2067									546				
265	265	2117/4	2117/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	2068									546				
265	265	1059/2	1059/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	2069									546				
265	265	2119/4	2119/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	2070													
265	265	528	528	0.0	0	0	Dynamic	2/4	2	1	0						ff												
265	265	528	528	0.0	0	0	Spanner	2/4	2	1	0																		
265	265	528	528	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	2071									547				
265	265	2113/4	2113/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	2072									547				
265	265	1057/2	1057/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	2073									547				
265	265	2115/4	2115/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	2074													
265	265	529	529	0.0	1/4	1/4	Dynamic	2/4	3	1	0						ff												
265	265	529	529	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	2075									548				
265	265	2117/4	2117/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	2076									548				
265	265	1059/2	1059/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	2077									548				
265	265	2119/4	2119/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	2078													
265	265	528	528	0.0	0	0	Dynamic	2/4	4	1	0						ff												
265	265	528	528	0.0	0	0	Spanner	2/4	4	1	0																		
265	265	528	528	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	2079									549				
265	265	2113/4	2113/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	2080									549				
265	265	1057/2	1057/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	2081									549				
265	265	2115/4	2115/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	2082													
266	266	531	531	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	2083									550				
266	266	2125/4	2125/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	2084									550				
266	266	1063/2	1063/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	2085									550				
266	266	2127/4	2127/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	2086													
266	266	530	530	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	2087									551				
266	266	2121/4	2121/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	2088									551				
266	266	1061/2	1061/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	2089									551				
266	266	2123/4	2123/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	2090													
266	266	531	531	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	2091									552				
266	266	2125/4	2125/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	2092									552				
266	266	1063/2	1063/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	2093									552				
266	266	2127/4	2127/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	2094													
266	266	530	530	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	2095									553				
266	266	2121/4	2121/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	2096									553				
266	266	1061/2	1061/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	2097									553				
266	266	2123/4	2123/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	2098													
267	267	533	533	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	2099									554				
267	267	2133/4	2133/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	2100									554				
267	267	1067/2	1067/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	2101									554				
267	267	2135/4	2135/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	2102													
267	267	532	532	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	2103									555				
267	267	2129/4	2129/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	2104									555				
267	267	1065/2	1065/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	2105									555				
267	267	2131/4	2131/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	2106													
267	267	533	533	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	2107									556				
267	267	2133/4	2133/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	2108									556				
267	267	1067/2	1067/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	2109									556				
267	267	2135/4	2135/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	2110													
267	267	532	532	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	2111									557				
267	267	2129/4	2129/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	2112									557				
267	267	1065/2	1065/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	2113									557				
267	267	2131/4	2131/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	2114													
268	268	535	535	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	2115									558				
268	268	2141/4	2141/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	2116									558				
268	268	1071/2	1071/2	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	2117									558				
268	268	2143/4	2143/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	2118													
268	268	534	534	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	2119									559				
268	268	2137/4	2137/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	2120									559				
268	268	1069/2	1069/2	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	2121									559				
268	268	2139/4	2139/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	2122													
268	268	535	535	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	2123									560				
268	268	2141/4	2141/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	2124									560				
268	268	1071/2	1071/2	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	2125									560				
268	268	2143/4	2143/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	2126													
268	268	534	534	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	2127									561				
268	268	2137/4	2137/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	2128									561				
268	268	1069/2	1069/2	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	2129									561				
268	268	2139/4	2139/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	2130													
269	269	1075/2	1075/2	0.0	3/8	3/8	Dynamic	2/4	2	1	0						p												
269	269	1075/2	1075/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2131													
269	269	1075/2	1075/2	0.0	3/8	3/8	Dynamic	2/4	3	1	0						p												
269	269	1075/2	1075/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	2132													
269	269	536	536	0.0	0	0	Dynamic	2/4	4	1	0						p												
269	269	536	536	2.0	0	0	Chord	2/4	4	1	1/2		c16	1/2	1	2133									562				
269	269	536	536	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2134									562				
270	270	539	539	0.0	1/4	1/4	Dynamic	2/4	1	1	0						p												
270	270	539	539	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	2135		articAccentAbove											
270	270	538	538	0.0	0	0	Spanner	2/4	2	1	0																47		
270	270	538	538	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2136									563		47		
270	270	1077/2	1077/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	2137											47		
270	270	1079/2	1079/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2138											47		
270	270	538	538	0.0	0	0	Spanner	2/4	3	1	0																48		
270	270	538	538	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	2139									564		48		
270	270	1077/2	1077/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4			1/4	1	2140											48		
270	270	1079/2	1079/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	2141											48		
270	270	538	538	0.0	0	0	Spanner	2/4	4	1	0																49		
270	270	538	538	2.0	0	0	Chord	2/4	4	1	1/2		c16	1/2	1	2142									565		49		
270	270	538	538	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2143									565		49		
271	271	540	540	0.0	0	0	Spanner	2/4	1	1	0																50		
271	271	540	540	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	2144											50		
271	271	1621/3	1621/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	2145											50		
271	271	1622/3	1622/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	2146											50		
271	271	541	541	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	2147											50		
271	271	1624/3	1624/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	2148											50		
271	271	1625/3	1625/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	2149											50		
271	271	540	540	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2150									566		47		
271	271	1081/2	1081/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	2151											47		
271	271	1083/2	1083/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2152											47		
271	271	540	540	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	2153									567		48		
271	271	1081/2	1081/2	1.0	1/8	1/8	Chord	2/4	3	1	1/4			1/4	1	2154											48		
271	271	1083/2	1083/2	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	2155											48		
271	271	540	540	2.0	0	0	Chord	2/4	4	1	1/2		c16	1/2	1	2156									568		49		
271	271	540	540	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2157									568		49		
272	272	542	542	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	2158											50		
272	272	1627/3	1627/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	2159											50		
272	272	1628/3	1628/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	2160											50		
272	272	543	543	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	2161											50		
272	272	1630/3	1630/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	2162											50		
272	272	1631/3	1631/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	2163											50		
272	272	542	542	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2164											47		
272	272	1085/2	1085/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	2165											47		
272	272	1087/2	1087/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2166											47		
272	272	542	542	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2167									569		48		
272	272	542	542	2.0	0	0	Chord	2/4	4	1	1/2		c16	1/2	1	2168									570		49		
272	272	542	542	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2169									570		49		
273	273	544	544	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	2170											50		
273	273	2179/4	2179/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	2171											50		
273	273	545	545	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	2172											50		
273	273	544	544	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2173									571		47		
273	273	1089/2	1089/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	2174											47		
273	273	1091/2	1091/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2175											47		
273	273	544	544	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	2176											48		
273	273	544	544	2.0	0	0	Chord	2/4	4	1	1/2		c16	1/2	1	2177									572		49		
273	273	544	544	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2178									572		49		
274	274	546	546	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	2179											50		
274	274	1639/3	1639/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	2180											50		
274	274	1640/3	1640/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	2181											50		
274	274	547	547	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	2182											50		
274	274	1642/3	1642/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	2183											50		
274	274	1643/3	1643/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	2184											50		
274	274	546	546	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2185									573		47		
274	274	1093/2	1093/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	2186											47		
274	274	1095/2	1095/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2187											47		
274	274	546	546	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2188									574		48		
274	274	546	546	2.0	0	0	Chord	2/4	4	1	1/2		c16	1/2	1	2189									575		49		
274	274	546	546	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2190									575		49		
275	275	548	548	0.75	0	0	Chord	2/4	1	1	3/16			1/8	3/2	2191											50		
275	275	2195/4	2195/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	2192											50		
275	275	549	549	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	2193											50		
275	275	548	548	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2194									576		47		
275	275	1097/2	1097/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	2195											47		
275	275	1099/2	1099/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2196											47		
275	275	548	548	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	2197											48		
275	275	548	548	2.0	0	0	Chord	2/4	4	1	1/2		c16	1/2	1	2198									577		49		
275	275	548	548	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2199									577		49		
276	276	550	550	0.3333333333333333	0	0	Chord	2/4	1	1	1/12			1/8	2/3	2200											50		
276	276	1651/3	1651/3	0.3333333333333333	1/12	1/12	Chord	2/4	1	1	1/12			1/8	2/3	2201											50		
276	276	1652/3	1652/3	0.3333333333333333	1/6	1/6	Chord	2/4	1	1	1/12			1/8	2/3	2202											50		
276	276	551	551	0.3333333333333333	1/4	1/4	Chord	2/4	1	1	1/12			1/8	2/3	2203											50		
276	276	1654/3	1654/3	0.3333333333333333	1/3	1/3	Chord	2/4	1	1	1/12			1/8	2/3	2204											50		
276	276	1655/3	1655/3	0.3333333333333333	5/12	5/12	Chord	2/4	1	1	1/12			1/8	2/3	2205											50		
276	276	550	550	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2206									578		47		
276	276	1101/2	1101/2	1.0	1/8	1/8	Chord	2/4	2	1	1/4			1/4	1	2207											47		
276	276	1103/2	1103/2	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2208											47		
276	276	550	550	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2209											48		
276	276	550	550	2.0	0	0	Chord	2/4	4	1	1/2		c16	1/2	1	2210									579		49		
276	276	550	550	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2211									579		49		
277	277	552	552	0.0	0	0	Dynamic	2/4	1	1	0						sf										50		
277	277	552	552	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	2212											50		
277	277	1107/2	1107/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2213											50		
277	277	552	552	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2214											47		
277	277	552	552	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2215											48		
277	277	552	552	2.0	0	0	Chord	2/4	4	1	1/2		c16	1/2	1	2216									580		49		
277	277	552	552	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2217									580		49		
278	278	554	554	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2218											50		
278	278	1109/2	1109/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2219											50		
278	278	555	555	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2220											50		
278	278	1111/2	1111/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2221											50		
278	278	554	554	2.0	0	0	Chord	2/4	2	1	1/2		c16	1/2	1	2222									581		47		
278	278	554	554	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2223									581		47		
278	278	554	554	2.0	0	0	Chord	2/4	3	1	1/2		c16	1/2	1	2224									582		48		
278	278	554	554	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2225									582		48		
279	279	556	556	0.0	0	0	Dynamic	2/4	1	1	0						sf										50		
279	279	556	556	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	2226											50		
279	279	1115/2	1115/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2227											50		
279	279	556	556	2.0	0	0	Chord	2/4	4	1	1/2		c16	1/2	1	2228									583		49		
279	279	556	556	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2229									583		49		
280	280	558	558	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2230											50		
280	280	1117/2	1117/2	0.5	1/8	1/8	Chord	2/4	1	1	1/8			1/8	1	2231											50		
280	280	559	559	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2232											50		
280	280	1119/2	1119/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2233											50		
280	280	558	558	2.0	0	0	Chord	2/4	2	1	1/2		c16	1/2	1	2234									584		47		
280	280	558	558	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2235									584		47		
280	280	558	558	2.0	0	0	Chord	2/4	3	1	1/2		c16	1/2	1	2236									585		48		
280	280	558	558	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2237									585		48		
281	281	560	560	0.0	0	0	Dynamic	2/4	1	1	0						sf										50		
281	281	560	560	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	2238											50		
281	281	1123/2	1123/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2239											50		
281	281	560	560	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2240											47		
281	281	560	560	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2241											48		
281	281	560	560	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2242											49		
