mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_hairpin
35	35	204	204	0.0	0	0	Dynamic	12/8	4	1	0						mf										
35	35	204	204	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	715											
35	35	207	207	0.0	3/4	3/4	Spanner	12/8	4	1	0																0
35	35	207	207	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	716											0
35	35	417/2	417/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	717											0
36	36	210	210	0.0	0	0	Dynamic	12/8	1	1	0						f										
36	36	210	210	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	718		articStaccatoAbove									
36	36	421/2	421/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	719		articStaccatoAbove									
36	36	211	211	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	720		articStaccatoAbove									
36	36	423/2	423/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	721		articStaccatoAbove									
36	36	212	212	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	722		articStaccatoAbove									
36	36	425/2	425/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	723		articStaccatoAbove									
36	36	213	213	0.0	3/4	3/4	Dynamic	12/8	1	1	0						other-dynamics										
36	36	213	213	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	724		articStaccatoAbove									
36	36	427/2	427/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	725		articStaccatoAbove									
36	36	214	214	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	726		articStaccatoAbove									
36	36	429/2	429/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	727		articStaccatoAbove									
36	36	215	215	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	728		articStaccatoAbove									
36	36	431/2	431/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	729		articStaccatoAbove									
36	36	210	210	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	730											
36	36	423/2	423/2	0.0	3/8	3/8	Dynamic	12/8	2	1	0						f										
36	36	423/2	423/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	731									143		
36	36	213	213	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	732		articStaccatoAbove									
36	36	429/2	429/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	733		articStaccatoAbove									
36	36	210	210	0.0	0	0	Dynamic	12/8	3	1	0						f										
36	36	210	210	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	734									144		
36	36	423/2	423/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8			1/4	3/2	735									144		
36	36	213	213	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	736		articStaccatoAbove									
36	36	429/2	429/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	737		articStaccatoAbove									
36	36	210	210	0.0	0	0	Dynamic	12/8	4	1	0						f										
36	36	210	210	0.0	0	0	Spanner	12/8	4	1	0																
36	36	210	210	1.5	0	0	Chord	12/8	4	1	3/8			1/4	3/2	738									145		
36	36	423/2	423/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8			1/4	3/2	739									145		
36	36	213	213	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	740		articStaccatoAbove									
36	36	429/2	429/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	741		articStaccatoAbove									
37	37	216	216	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	742		articStaccatoAbove									
37	37	433/2	433/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	743		articStaccatoAbove									
37	37	217	217	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	744		articStaccatoAbove									
37	37	435/2	435/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	745		articStaccatoAbove									
37	37	218	218	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	746		articStaccatoAbove									
37	37	437/2	437/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	747		articStaccatoAbove									
37	37	219	219	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	748		articStaccatoAbove									
37	37	439/2	439/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	749		articStaccatoAbove									
37	37	220	220	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	750		articStaccatoAbove									
37	37	441/2	441/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	751		articStaccatoAbove									
37	37	221	221	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	752		articStaccatoAbove									
37	37	443/2	443/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	753		articStaccatoAbove									
37	37	216	216	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	754		articStaccatoAbove									
37	37	435/2	435/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	755		articStaccatoAbove									
37	37	219	219	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	756		articStaccatoAbove									
37	37	441/2	441/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	757		articStaccatoBelow									
37	37	216	216	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	758		articStaccatoAbove									
37	37	435/2	435/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8			1/4	3/2	759		articStaccatoAbove									
37	37	219	219	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	760		articStaccatoAbove									
37	37	441/2	441/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	761		articStaccatoAbove									
37	37	216	216	1.5	0	0	Chord	12/8	4	1	3/8			1/4	3/2	762		articStaccatoAbove									
37	37	435/2	435/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8			1/4	3/2	763		articStaccatoAbove									
37	37	219	219	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	764		articStaccatoAbove									
37	37	441/2	441/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	765		articStaccatoAbove									
38	38	222	222	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	766									146		
38	38	445/2	445/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	767									146		
38	38	223	223	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	768											
38	38	447/2	447/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	769									147		
38	38	224	224	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	770									147		
38	38	449/2	449/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	771											
38	38	225	225	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	772									148		
38	38	451/2	451/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	773									148		
38	38	226	226	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	774											
38	38	453/2	453/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	775									149		
38	38	227	227	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	776									149		
38	38	455/2	455/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	777											
38	38	222	222	3.0	0	0	Chord	12/8	2	1	3/4			1/2	3/2	778											
38	38	453/2	453/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	779									150		
38	38	227	227	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	780									150		
38	38	455/2	455/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	781											
38	38	222	222	3.0	0	0	Chord	12/8	3	1	3/4			1/2	3/2	782											
38	38	453/2	453/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	783											
38	38	227	227	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	784											
38	38	455/2	455/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	785											
38	38	222	222	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	786											
38	38	225	225	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	787											
38	38	453/2	453/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	788											
39	39	228	228	1.0	0	0	Chord	12/8	1	1	1/4			1/4	1	789											
39	39	459/2	459/2	0.0	3/8	3/8	Dynamic	12/8	1	1	0						p										
39	39	459/2	459/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8			1/4	3/2	790									151		
39	39	231	231	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	791									151		
39	39	465/2	465/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	792											
39	39	228	228	1.0	0	0	Chord	12/8	2	1	1/4			1/4	1	793											
39	39	459/2	459/2	0.0	3/8	3/8	Dynamic	12/8	2	1	0						p										
39	39	459/2	459/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	794									152		
39	39	231	231	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	795									152		
39	39	465/2	465/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	796											
39	39	228	228	0.5	0	0	Chord	12/8	3	1	1/8			1/8	1	797									153		
39	39	457/2	457/2	0.5	1/8	1/8	Chord	12/8	3	1	1/8			1/8	1	798									153		
39	39	229	229	0.5	1/4	1/4	Chord	12/8	3	1	1/8			1/8	1	799											
39	39	459/2	459/2	0.0	3/8	3/8	Dynamic	12/8	3	1	0						p										
39	39	459/2	459/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8			1/8	1	800											
39	39	230	230	0.5	1/2	1/2	Chord	12/8	3	1	1/8			1/8	1	801											
39	39	461/2	461/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8			1/8	1	802											
39	39	231	231	0.5	3/4	3/4	Chord	12/8	3	1	1/8			1/8	1	803									154		
39	39	463/2	463/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	804									154		
39	39	232	232	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	805											
39	39	465/2	465/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	806											
39	39	233	233	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	807											
39	39	467/2	467/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	808											
39	39	228	228	1.5	0	0	Chord	12/8	4	1	3/8			1/4	3/2	809											
40	40	234	234	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	810		articStaccatoAbove									
40	40	471/2	471/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8			1/4	3/2	811		articStaccatoAbove									
40	40	237	237	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	812		articStaccatoAbove									
40	40	477/2	477/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	813		articStaccatoAbove									
40	40	234	234	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	814		articStaccatoBelow									
40	40	471/2	471/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	815		articStaccatoBelow									
40	40	237	237	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	816		articStaccatoBelow									
40	40	477/2	477/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	817		articStaccatoBelow									
40	40	234	234	0.5	0	0	Chord	12/8	3	1	1/8			1/8	1	818									155		
40	40	469/2	469/2	0.5	1/8	1/8	Chord	12/8	3	1	1/8			1/8	1	819									155		
40	40	235	235	0.5	1/4	1/4	Chord	12/8	3	1	1/8			1/8	1	820											
40	40	471/2	471/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8			1/8	1	821											
40	40	236	236	0.5	1/2	1/2	Chord	12/8	3	1	1/8			1/8	1	822											
40	40	473/2	473/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8			1/8	1	823											
40	40	237	237	0.5	3/4	3/4	Chord	12/8	3	1	1/8			1/8	1	824									156		
40	40	475/2	475/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	825									156		
40	40	238	238	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	826											
40	40	477/2	477/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	827											
40	40	239	239	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	828											
40	40	479/2	479/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	829											
41	41	240	240	3.0	0	0	Chord	12/8	1	1	3/4			1/2	3/2	830									157		
41	41	243	243	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	831											
41	41	489/2	489/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	832											
41	41	240	240	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	833									158		
41	41	483/2	483/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	834											
41	41	243	243	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	835											
41	41	489/2	489/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	836											
41	41	245	245	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	837											
41	41	491/2	491/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	838											
41	41	240	240	0.5	0	0	Chord	12/8	3	1	1/8			1/8	1	839									159		
41	41	481/2	481/2	0.5	1/8	1/8	Chord	12/8	3	1	1/8			1/8	1	840									159		
41	41	241	241	0.5	1/4	1/4	Chord	12/8	3	1	1/8			1/8	1	841											
41	41	483/2	483/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8			1/8	1	842											
41	41	242	242	0.5	1/2	1/2	Chord	12/8	3	1	1/8			1/8	1	843											
41	41	485/2	485/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8			1/8	1	844											
41	41	243	243	0.5	3/4	3/4	Chord	12/8	3	1	1/8			1/8	1	845									160		
41	41	487/2	487/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	846									160		
41	41	244	244	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	847											
41	41	489/2	489/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	848											
41	41	245	245	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	849											
41	41	491/2	491/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	850											
41	41	489/2	489/2	0.0	9/8	9/8	Dynamic	12/8	4	1	0						p										
41	41	489/2	489/2	0.5	9/8	9/8	Chord	12/8	4	1	1/8			1/8	1	851											
41	41	245	245	0.5	5/4	5/4	Chord	12/8	4	1	1/8			1/8	1	852											
41	41	491/2	491/2	0.5	11/8	11/8	Chord	12/8	4	1	1/8			1/8	1	853											
42	42	246	246	0.0	0	0	Dynamic	12/8	1	1	0						f										
42	42	246	246	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	854											
42	42	495/2	495/2	0.0	3/8	3/8	Dynamic	12/8	1	1	0						sf										
42	42	495/2	495/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8			1/4	3/2	855									161		
42	42	249	249	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	856											
42	42	501/2	501/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	857		articStaccatoBelow									
42	42	246	246	0.0	0	0	Dynamic	12/8	2	1	0						f										
42	42	246	246	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	858											
42	42	495/2	495/2	0.0	3/8	3/8	Dynamic	12/8	2	1	0						sf										
42	42	495/2	495/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	859									162		
42	42	249	249	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	860											
42	42	501/2	501/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	861		articStaccatoBelow									
42	42	246	246	0.0	0	0	Dynamic	12/8	3	1	0						f										
42	42	246	246	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	862											
42	42	501/2	501/2	0.0	9/8	9/8	Dynamic	12/8	3	1	0						sf										
42	42	501/2	501/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	863		articStaccatoAbove									
42	42	246	246	0.5	0	0	Chord	12/8	4	1	1/8			1/8	1	864									163		
42	42	493/2	493/2	0.5	1/8	1/8	Chord	12/8	4	1	1/8			1/8	1	865									163		
42	42	247	247	0.5	1/4	1/4	Chord	12/8	4	1	1/8			1/8	1	866											
42	42	495/2	495/2	0.5	3/8	3/8	Chord	12/8	4	1	1/8			1/8	1	867											
42	42	248	248	0.5	1/2	1/2	Chord	12/8	4	1	1/8			1/8	1	868											
42	42	497/2	497/2	0.5	5/8	5/8	Chord	12/8	4	1	1/8			1/8	1	869											
42	42	249	249	0.5	3/4	3/4	Chord	12/8	4	1	1/8			1/8	1	870									164		
42	42	499/2	499/2	0.5	7/8	7/8	Chord	12/8	4	1	1/8			1/8	1	871									164		
42	42	250	250	0.5	1	1	Chord	12/8	4	1	1/8			1/8	1	872											
42	42	501/2	501/2	0.5	9/8	9/8	Chord	12/8	4	1	1/8			1/8	1	873											
42	42	251	251	0.5	5/4	5/4	Chord	12/8	4	1	1/8			1/8	1	874											
42	42	503/2	503/2	0.5	11/8	11/8	Chord	12/8	4	1	1/8			1/8	1	875											
43	43	252	252	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	876		articStaccatoBelow									
43	43	507/2	507/2	0.0	3/8	3/8	Dynamic	12/8	1	1	0						sf										
43	43	507/2	507/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8			1/4	3/2	877									165		
43	43	255	255	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	878											
43	43	513/2	513/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	879		articStaccatoBelow									
43	43	252	252	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	880		articStaccatoBelow									
43	43	507/2	507/2	0.0	3/8	3/8	Dynamic	12/8	2	1	0						sf										
43	43	507/2	507/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	881									166		
43	43	255	255	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	882											
43	43	513/2	513/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	883		articStaccatoBelow									
43	43	252	252	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	884		articStaccatoAbove									
43	43	513/2	513/2	0.0	9/8	9/8	Dynamic	12/8	3	1	0						sf										
43	43	513/2	513/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	885		articStaccatoBelow									
43	43	252	252	0.5	0	0	Chord	12/8	4	1	1/8			1/8	1	886									167		
43	43	505/2	505/2	0.5	1/8	1/8	Chord	12/8	4	1	1/8			1/8	1	887									167		
43	43	253	253	0.5	1/4	1/4	Chord	12/8	4	1	1/8			1/8	1	888											
43	43	507/2	507/2	0.5	3/8	3/8	Chord	12/8	4	1	1/8			1/8	1	889											
43	43	254	254	0.5	1/2	1/2	Chord	12/8	4	1	1/8			1/8	1	890											
43	43	509/2	509/2	0.5	5/8	5/8	Chord	12/8	4	1	1/8			1/8	1	891											
43	43	255	255	0.5	3/4	3/4	Chord	12/8	4	1	1/8			1/8	1	892									168		
43	43	511/2	511/2	0.5	7/8	7/8	Chord	12/8	4	1	1/8			1/8	1	893									168		
43	43	256	256	0.5	1	1	Chord	12/8	4	1	1/8			1/8	1	894											
43	43	513/2	513/2	0.5	9/8	9/8	Chord	12/8	4	1	1/8			1/8	1	895											
43	43	257	257	0.5	5/4	5/4	Chord	12/8	4	1	1/8			1/8	1	896											
43	43	515/2	515/2	0.5	11/8	11/8	Chord	12/8	4	1	1/8			1/8	1	897											
44	44	258	258	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	898		articStaccatoBelow									
44	44	519/2	519/2	1.5	3/8	3/8	Chord	12/8	1	1	3/8			1/4	3/2	899		articAccentBelow							169		
44	44	261	261	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	900											
44	44	525/2	525/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	901		articAccentStaccatoBelow									
44	44	258	258	1.5	0	0	Chord	12/8	2	1	3/8			1/4	3/2	902		articStaccatoBelow									
44	44	519/2	519/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	903		articAccentBelow							170		
44	44	261	261	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	904											
44	44	525/2	525/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	905		articStaccatoBelow									
44	44	258	258	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	906		articStaccatoBelow									
44	44	519/2	519/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8			1/4	3/2	907		articAccentAbove							171		
44	44	261	261	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	908											
44	44	525/2	525/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	909		articAccentStaccatoBelow									
44	44	258	258	0.0	0	0	Dynamic	12/8	4	1	0						f										
44	44	258	258	0.5	0	0	Chord	12/8	4	1	1/8			1/8	1	910									172		
44	44	517/2	517/2	0.5	1/8	1/8	Chord	12/8	4	1	1/8			1/8	1	911									172		
44	44	259	259	0.5	1/4	1/4	Chord	12/8	4	1	1/8			1/8	1	912											
44	44	519/2	519/2	0.5	3/8	3/8	Chord	12/8	4	1	1/8			1/8	1	913											
44	44	260	260	0.5	1/2	1/2	Chord	12/8	4	1	1/8			1/8	1	914											
44	44	521/2	521/2	0.5	5/8	5/8	Chord	12/8	4	1	1/8			1/8	1	915											
44	44	261	261	0.5	3/4	3/4	Chord	12/8	4	1	1/8			1/8	1	916									173		
44	44	523/2	523/2	0.5	7/8	7/8	Chord	12/8	4	1	1/8			1/8	1	917									173		
44	44	262	262	0.5	1	1	Chord	12/8	4	1	1/8			1/8	1	918											
44	44	525/2	525/2	0.5	9/8	9/8	Chord	12/8	4	1	1/8			1/8	1	919											
44	44	263	263	0.5	5/4	5/4	Chord	12/8	4	1	1/8			1/8	1	920											
44	44	527/2	527/2	0.5	11/8	11/8	Chord	12/8	4	1	1/8			1/8	1	921											
45	45	264	264	1.0	0	0	Chord	12/8	1	1	1/4			1/4	1	922		articStaccatoBelow									
45	45	264	264	1.0	0	0	Chord	12/8	2	1	1/4			1/4	1	923		articStaccatoBelow									
45	45	264	264	1.0	0	0	Chord	12/8	3	1	1/4			1/4	1	924		articStaccatoBelow									
45	45	264	264	0.0	0	0	Dynamic	12/8	4	1	0						sfp										
45	45	264	264	0.5	0	0	Chord	12/8	4	1	1/8			1/8	1	925									174		
45	45	529/2	529/2	0.5	1/8	1/8	Chord	12/8	4	1	1/8			1/8	1	926									174		
45	45	265	265	0.5	1/4	1/4	Chord	12/8	4	1	1/8			1/8	1	927											
45	45	531/2	531/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8		r8	1/4	3/2	928											
45	45	267	267	3.0	3/4	3/4	Chord	12/8	4	1	3/4		r8	1/2	3/2	929											
46	46	270	270	0.0	0	0	Dynamic	12/8	3	1	0						sfp										
46	46	270	270	0.5	0	0	Chord	12/8	3	1	1/8			1/8	1	930									175		
46	46	541/2	541/2	0.5	1/8	1/8	Chord	12/8	3	1	1/8			1/8	1	931									175		
46	46	271	271	0.5	1/4	1/4	Chord	12/8	3	1	1/8			1/8	1	932											
46	46	543/2	543/2	1.5	3/8	3/8	Chord	12/8	3	1	3/8		r8	1/4	3/2	933											
46	46	273	273	3.0	3/4	3/4	Chord	12/8	3	1	3/4		r8	1/2	3/2	934											
46	46	270	270	3.0	0	0	Chord	12/8	4	1	3/4		r8	1/2	3/2	935											
46	46	273	273	3.0	3/4	3/4	Chord	12/8	4	1	3/4		r8	1/2	3/2	936											
47	47	276	276	0.0	0	0	Dynamic	12/8	2	1	0						sfp										
47	47	276	276	0.5	0	0	Chord	12/8	2	1	1/8			1/8	1	937									176		
47	47	553/2	553/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8			1/8	1	938									176		
47	47	277	277	0.5	1/4	1/4	Chord	12/8	2	1	1/8			1/8	1	939											
47	47	555/2	555/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8		r8	1/4	3/2	940											
47	47	279	279	3.0	3/4	3/4	Chord	12/8	2	1	3/4		r8	1/2	3/2	941											
47	47	276	276	3.0	0	0	Chord	12/8	3	1	3/4		r8	1/2	3/2	942											
47	47	279	279	3.0	3/4	3/4	Chord	12/8	3	1	3/4		r8	1/2	3/2	943											
47	47	276	276	3.0	0	0	Chord	12/8	4	1	3/4		r8	1/2	3/2	944											
47	47	279	279	3.0	3/4	3/4	Chord	12/8	4	1	3/4		r8	1/2	3/2	945											
48	48	282	282	0.0	0	0	Dynamic	12/8	1	1	0						sf										
48	48	282	282	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	946									177		
48	48	565/2	565/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	947									177		
48	48	283	283	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	948											
48	48	567/2	567/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	949											
48	48	284	284	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	950											
48	48	569/2	569/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	951											
48	48	285	285	0.0	3/4	3/4	Spanner	12/8	1	1	0																1
48	48	285	285	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	952											1
48	48	571/2	571/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	953											1
48	48	286	286	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	954											1
48	48	573/2	573/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	955											1
48	48	287	287	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	956											1
48	48	575/2	575/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	957											1
48	48	282	282	3.0	0	0	Chord	12/8	2	1	3/4		r8	1/2	3/2	958											
48	48	285	285	3.0	3/4	3/4	Chord	12/8	2	1	3/4		r8	1/2	3/2	959											
48	48	282	282	3.0	0	0	Chord	12/8	3	1	3/4		r8	1/2	3/2	960											
48	48	285	285	1.5	3/4	3/4	Chord	12/8	3	1	3/8		r8	1/4	3/2	961											
48	48	573/2	573/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8		r8	1/4	3/2	962											
48	48	282	282	1.0	0	0	Chord	12/8	4	1	1/4			1/4	1	963											
48	48	285	285	0.0	3/4	3/4	Spanner	12/8	4	1	0																2
48	48	285	285	1.0	3/4	3/4	Chord	12/8	4	1	1/4			1/4	1	964											2
48	48	286	286	0.0	1	1	Spanner	12/8	4	1	0																
49	49	288	288	0.0	0	0	Dynamic	12/8	1	1	0						ff										
49	49	288	288	0.0	0	0	Spanner	12/8	1	1	0																
49	49	288	288	1.0	0	0	Chord	12/8	1	1	1/4			1/4	1	965											
49	49	288	288	0.0	0	0	Dynamic	12/8	2	1	0						sf										
