mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	crescendo_line	decrescendo_hairpin
59	58	229	229	0.0	0	0	Dynamic	4/4	3	1	0						sf											
59	58	229	229	0.0	0	0	Spanner	4/4	3	1	0																	
59	58	229	229	3.0	0	0	Chord	4/4	3	1	3/4			1/2	3/2	1303												
59	58	232	232	0.0	3/4	3/4	Dynamic	4/4	3	1	0						p											
59	58	232	232	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1304												
59	58	229	229	0.0	0	0	Dynamic	4/4	4	1	0						sf											
59	58	229	229	0.0	0	0	Spanner	4/4	4	1	0																	
59	58	229	229	3.0	0	0	Chord	4/4	4	1	3/4			1/2	3/2	1305												
59	58	232	232	0.0	3/4	3/4	Dynamic	4/4	4	1	0						p											
59	58	232	232	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1306												
60	59	233	233	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1307									182			
60	59	467/2	467/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1308									182			
60	59	234	234	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1309									182			
60	59	469/2	469/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1310									182			
60	59	235	235	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1311									182			
60	59	471/2	471/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1312									182			
60	59	236	236	0.0	3/4	3/4	Chord	4/4	1	1	0	appoggiatura		1/16	1	1313									182			
60	59	236	236	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1314									182			
60	59	473/2	473/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1315												
60	59	233	233	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1316												
60	59	235	235	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1317												
60	59	233	233	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1318												
60	59	235	235	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1319												
60	59	233	233	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	1320												
60	59	235	235	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1321												
61	60	237	237	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	1322												
61	60	240	240	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1323									183			
61	60	237	237	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1324									184			
61	60	475/2	475/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1325									184			
61	60	238	238	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1326									184			
61	60	477/2	477/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1327									184			
61	60	239	239	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1328												
61	60	240	240	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1329												
61	60	237	237	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1330									185			
61	60	475/2	475/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1331									185			
61	60	238	238	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1332									185			
61	60	477/2	477/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1333									185			
61	60	239	239	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1334												
61	60	240	240	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1335												
61	60	237	237	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1336												
61	60	240	240	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1337									186			
62	61	241	241	0.0	0	0	Spanner	4/4	1	1	0														183	13		
62	61	241	241	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1338									183	13		
62	61	242	242	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1339									183	13		
62	61	243	243	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1340									183	13		
62	61	244	244	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1341										13		
62	61	241	241	0.0	0	0	Spanner	4/4	2	1	0															14		
62	61	241	241	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1342									187	14		
62	61	242	242	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1343									187	14		
62	61	243	243	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1344									187	14		
62	61	244	244	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1345										14		
62	61	241	241	0.0	0	0	Spanner	4/4	3	1	0															15		
62	61	241	241	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1346									188	15		
62	61	242	242	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1347									188	15		
62	61	243	243	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1348										15		
62	61	244	244	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1349										15		
62	61	241	241	0.0	0	0	Spanner	4/4	4	1	0														186	16		
62	61	241	241	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	1350									186	16		
62	61	242	242	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	1351									186	16		
62	61	243	243	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1352										16		
62	61	244	244	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1353										16		
63	62	245	245	0.0	0	0	Dynamic	4/4	1	1	0						sf											
63	62	245	245	0.0	0	0	Spanner	4/4	1	1	0																	
63	62	245	245	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	1354												
63	62	247	247	0.0	1/2	1/2	Dynamic	4/4	1	1	0						p											
63	62	247	247	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1355									189			
63	62	495/2	495/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1356									189			
63	62	248	248	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1357									189			
63	62	497/2	497/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1358												
63	62	245	245	0.0	0	0	Dynamic	4/4	2	1	0						sf											
63	62	245	245	0.0	0	0	Spanner	4/4	2	1	0																	
63	62	245	245	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	1359												
63	62	248	248	0.0	3/4	3/4	Dynamic	4/4	2	1	0						p											
63	62	248	248	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1360												
63	62	245	245	0.0	0	0	Dynamic	4/4	3	1	0						sf											
63	62	245	245	0.0	0	0	Spanner	4/4	3	1	0																	
63	62	245	245	3.0	0	0	Chord	4/4	3	1	3/4			1/2	3/2	1361												
63	62	248	248	0.0	3/4	3/4	Dynamic	4/4	3	1	0						p											
63	62	248	248	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1362												
63	62	245	245	0.0	0	0	Dynamic	4/4	4	1	0						sf											
63	62	245	245	0.0	0	0	Spanner	4/4	4	1	0																	
63	62	245	245	3.0	0	0	Chord	4/4	4	1	3/4			1/2	3/2	1363												
63	62	248	248	0.0	3/4	3/4	Dynamic	4/4	4	1	0						p											
63	62	248	248	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1364												
64	63	249	249	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1365									190			
64	63	499/2	499/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1366									190			
64	63	250	250	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1367									190			
64	63	501/2	501/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1368									190			
64	63	251	251	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1369									190			
64	63	503/2	503/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1370									190			
64	63	252	252	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1371									190			
64	63	505/2	505/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1372												
64	63	249	249	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	1373												
64	63	252	252	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1374												
64	63	249	249	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	1375												
64	63	252	252	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1376												
64	63	249	249	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1377												
64	63	252	252	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1378												
65	64	253	253	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1379									191			
65	64	507/2	507/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1380									191			
65	64	254	254	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1381									191			
65	64	509/2	509/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1382									191			
65	64	255	255	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1383									191			
65	64	511/2	511/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1384									191			
65	64	256	256	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1385									191			
65	64	513/2	513/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1386												
65	64	253	253	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	1387												
65	64	256	256	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1388												
65	64	253	253	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	1389												
65	64	256	256	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1390												
65	64	253	253	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1391												
65	64	256	256	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1392									192			
66	65	257	257	0.0	0	0	StaffText	4/4	1	1	0								cresc.									
66	65	257	257	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1393									193			
66	65	515/2	515/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1394									193			
66	65	258	258	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1395									193			
66	65	517/2	517/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1396												
66	65	259	259	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1397									194			
66	65	519/2	519/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1398									194			
66	65	260	260	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1399									194			
66	65	521/2	521/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1400												
66	65	257	257	0.0	0	0	StaffText	4/4	2	1	0								cresc.									
66	65	257	257	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1401									195			
66	65	258	258	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1402									195			
66	65	259	259	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1403									195			
66	65	260	260	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1404												
66	65	257	257	0.0	0	0	StaffText	4/4	3	1	0								cresc.									
66	65	257	257	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1405									196			
66	65	258	258	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1406									196			
66	65	259	259	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1407									196			
66	65	260	260	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1408												
66	65	257	257	0.0	0	0	StaffText	4/4	4	1	0								cresc.						192			
66	65	257	257	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	1409									192			
66	65	258	258	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	1410									192			
66	65	259	259	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1411									192			
66	65	260	260	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1412									192			
67	66	261	261	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1413									197			
67	66	523/2	523/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1414									197			
67	66	262	262	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1415									197			
67	66	525/2	525/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1416												
67	66	263	263	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1417									198			
67	66	527/2	527/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1418									198			
67	66	264	264	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1419									198			
67	66	529/2	529/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1420												
67	66	261	261	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1421									199			
67	66	262	262	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1422									199			
67	66	263	263	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1423												
67	66	264	264	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1424												
67	66	261	261	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1425									200			
67	66	262	262	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1426									200			
67	66	263	263	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1427									200			
67	66	264	264	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1428												
67	66	261	261	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	1429									192			
67	66	262	262	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	1430												
67	66	263	263	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	1431												
68	67	265	265	0.0	0	0	StaffText	4/4	1	1	0								cresc.									
68	67	265	265	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1432		articStaccatoAbove										
68	67	531/2	531/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1433		articStaccatoAbove										
68	67	266	266	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1434		articStaccatoAbove										
68	67	533/2	533/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1435		articStaccatoAbove										
68	67	267	267	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1436		articStaccatoAbove										
68	67	535/2	535/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1437		articStaccatoAbove										
68	67	268	268	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1438		articStaccatoAbove										
68	67	537/2	537/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1439		articStaccatoAbove										
68	67	265	265	0.0	0	0	StaffText	4/4	2	1	0								cresc.									
68	67	265	265	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1440												
68	67	531/2	531/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1441												
68	67	266	266	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1442												
68	67	533/2	533/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1443												
68	67	267	267	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1444												
68	67	535/2	535/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1445												
68	67	268	268	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1446												
68	67	537/2	537/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1447												
68	67	265	265	0.0	0	0	StaffText	4/4	3	1	0								cresc.									
68	67	265	265	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1448												
68	67	531/2	531/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1449												
68	67	266	266	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1450												
68	67	533/2	533/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1451												
68	67	267	267	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1452												
68	67	535/2	535/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1453												
68	67	268	268	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1454												
68	67	537/2	537/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1455												
68	67	265	265	0.0	0	0	StaffText	4/4	4	1	0								cresc.									
68	67	265	265	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	1456												
68	67	531/2	531/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	1457												
68	67	266	266	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	1458												
68	67	533/2	533/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	1459												
68	67	267	267	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	1460												
68	67	535/2	535/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	1461												
68	67	268	268	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1462												
68	67	537/2	537/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1463												
69	68	269	269	0.0	0	0	Spanner	4/4	1	1	0															17		
69	68	269	269	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1464		articStaccatoAbove								17		
69	68	539/2	539/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1465		articStaccatoAbove								17		
69	68	270	270	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1466		articStaccatoAbove								17		
69	68	541/2	541/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1467		articStaccatoAbove								17		
69	68	271	271	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1468									201	17		
69	68	543/2	543/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1469										17		
69	68	272	272	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1470		articStaccatoAbove								17		
69	68	545/2	545/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1471		articStaccatoAbove								17		
69	68	269	269	0.0	0	0	Spanner	4/4	2	1	0															18		
69	68	269	269	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1472		articStaccatoAbove								18		
69	68	539/2	539/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1473		articStaccatoAbove								18		
69	68	270	270	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1474		articStaccatoAbove								18		
69	68	541/2	541/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1475		articStaccatoAbove								18		
69	68	271	271	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1476									202	18		
69	68	543/2	543/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1477										18		
69	68	272	272	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1478		articStaccatoAbove								18		
69	68	545/2	545/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1479		articStaccatoAbove								18		
69	68	269	269	0.0	0	0	Spanner	4/4	3	1	0															19		
69	68	269	269	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1480		articStaccatoAbove								19		
69	68	539/2	539/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1481		articStaccatoAbove								19		
69	68	270	270	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1482		articStaccatoAbove								19		
69	68	541/2	541/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1483		articStaccatoAbove								19		
69	68	271	271	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1484		articStaccatoBelow								19		
69	68	543/2	543/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1485		articStaccatoBelow								19		
69	68	272	272	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1486		articStaccatoBelow								19		
69	68	545/2	545/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1487		articStaccatoBelow								19		
69	68	269	269	0.0	0	0	Spanner	4/4	4	1	0															20		
69	68	269	269	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	1488		articStaccatoAbove								20		
69	68	539/2	539/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	1489		articStaccatoAbove								20		
69	68	270	270	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	1490		articStaccatoAbove								20		
69	68	541/2	541/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	1491		articStaccatoAbove								20		
69	68	271	271	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	1492		articStaccatoAbove								20		
69	68	543/2	543/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	1493		articStaccatoAbove								20		
69	68	272	272	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1494		articStaccatoAbove								20		
69	68	545/2	545/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1495		articStaccatoAbove								20		
70	69	273	273	0.0	0	0	Dynamic	4/4	1	1	0						f											
70	69	273	273	0.0	0	0	Spanner	4/4	1	1	0																	
70	69	273	273	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1496												
70	69	274	274	0.0	1/4	1/4	Dynamic	4/4	1	1	0						p											
70	69	274	274	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1497									203			
70	69	1097/4	1097/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1498									203			
70	69	549/2	549/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1499									203			
70	69	1099/4	1099/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1500												
70	69	275	275	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1501									204			
70	69	1101/4	1101/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1502									204			
70	69	551/2	551/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1503									204			
70	69	1103/4	1103/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1504												
70	69	276	276	0.0	3/4	3/4	StaffText	4/4	1	1	0								cresc.									
70	69	276	276	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1505									205			
70	69	1105/4	1105/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1506									205			
70	69	553/2	553/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1507									205			
70	69	1107/4	1107/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1508												
70	69	273	273	0.0	0	0	Dynamic	4/4	2	1	0						f											
70	69	273	273	0.0	0	0	Spanner	4/4	2	1	0																	
70	69	273	273	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1509												
70	69	274	274	0.0	1/4	1/4	Dynamic	4/4	2	1	0						p											
70	69	274	274	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1510		articStaccatoBelow										
70	69	275	275	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1511		articStaccatoBelow										
70	69	276	276	0.0	3/4	3/4	StaffText	4/4	2	1	0								cresc.									
70	69	276	276	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1512		articStaccatoBelow										
70	69	273	273	0.0	0	0	Dynamic	4/4	3	1	0						f											
70	69	273	273	0.0	0	0	Spanner	4/4	3	1	0																	
70	69	273	273	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1513												
70	69	274	274	0.0	1/4	1/4	Dynamic	4/4	3	1	0						p											
70	69	274	274	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1514		articStaccatoAbove										
70	69	275	275	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1515		articStaccatoAbove										
70	69	276	276	0.0	3/4	3/4	StaffText	4/4	3	1	0								cresc.									
70	69	276	276	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1516		articStaccatoAbove										
70	69	273	273	0.0	0	0	Dynamic	4/4	4	1	0						f											
70	69	273	273	0.0	0	0	Spanner	4/4	4	1	0																	
70	69	273	273	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	1517												
70	69	274	274	0.0	1/4	1/4	Dynamic	4/4	4	1	0						p											
70	69	274	274	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	1518		articStaccatoBelow										
70	69	275	275	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1519		articStaccatoBelow										
70	69	276	276	0.0	3/4	3/4	StaffText	4/4	4	1	0								cresc.									
70	69	276	276	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1520		articStaccatoBelow										
71	70	277	277	0.25	0	0	Chord	4/4	1	1	1/16			1/16	1	1521									206			
71	70	1109/4	1109/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16			1/16	1	1522									206			
71	70	555/2	555/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16			1/16	1	1523									206			
71	70	1111/4	1111/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1524												
71	70	278	278	0.25	1/4	1/4	Chord	4/4	1	1	1/16			1/16	1	1525									207			
71	70	1113/4	1113/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16			1/16	1	1526									207			
71	70	557/2	557/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16			1/16	1	1527									207			
71	70	1115/4	1115/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16			1/16	1	1528												
71	70	279	279	0.25	1/2	1/2	Chord	4/4	1	1	1/16			1/16	1	1529									208			
71	70	1117/4	1117/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16			1/16	1	1530									208			
71	70	559/2	559/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16			1/16	1	1531									208			
71	70	1119/4	1119/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16			1/16	1	1532												
71	70	280	280	0.25	3/4	3/4	Chord	4/4	1	1	1/16			1/16	1	1533									209			
71	70	1121/4	1121/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16			1/16	1	1534									209			
71	70	561/2	561/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16			1/16	1	1535									209			
71	70	1123/4	1123/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16			1/16	1	1536												
71	70	277	277	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1537		articStaccatoBelow										
71	70	278	278	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1538		articStaccatoBelow										
71	70	279	279	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1539		articStaccatoBelow										
71	70	280	280	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1540		articStaccatoBelow										
71	70	277	277	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1541		articStaccatoAbove										
71	70	278	278	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1542		articStaccatoAbove										
